csv-epoch,csv-train_loss_step,step
0,2.5737967491149902,0
0,3.8765978813171387,1
0,3.689507246017456,2
0,3.452531337738037,3
0,3.276698589324951,4
0,2.381352663040161,5
0,3.1074981689453125,6
0,4.3899383544921875,7
0,2.2942886352539062,8
0,3.2143497467041016,9
0,2.8327956199645996,10
0,2.4540185928344727,11
0,2.3509929180145264,12
0,2.4179491996765137,13
0,2.2922682762145996,14
0,2.4173758029937744,15
0,2.625779867172241,16
0,3.3013875484466553,17
0,2.9917685985565186,18
0,2.503533124923706,19
0,1.9033846855163574,20
0,2.139331102371216,21
0,2.1529645919799805,22
0,2.703645706176758,23
0,2.4162917137145996,24
0,1.8142143487930298,25
0,1.6960903406143188,26
0,2.44795823097229,27
0,1.9859991073608398,28
0,2.014249801635742,29
0,2.414416551589966,30
0,1.940608024597168,31
0,3.2837255001068115,32
0,2.1899795532226562,33
0,2.0286104679107666,34
0,1.8520158529281616,35
0,1.8553178310394287,36
0,1.6327056884765625,37
0,1.4834707975387573,38
0,1.6222068071365356,39
0,1.8517026901245117,40
0,1.5896145105361938,41
0,1.8958147764205933,42
0,1.6280311346054077,43
0,1.7211695909500122,44
0,1.6920243501663208,45
0,1.2029922008514404,46
0,1.7629525661468506,47
0,1.843473196029663,48
0,1.4844008684158325,49
0,1.9144073724746704,50
0,1.925585150718689,51
0,1.41461980342865,52
0,1.4035269021987915,53
0,1.884953498840332,54
0,1.620442271232605,55
0,1.8916161060333252,56
0,1.2937591075897217,57
0,1.3318111896514893,58
0,1.6733496189117432,59
0,1.3922388553619385,60
0,1.5070390701293945,61
0,1.506287932395935,62
0,1.3208296298980713,63
0,1.7681208848953247,64
0,1.335190773010254,65
0,1.4220267534255981,66
0,1.1355139017105103,67
0,1.185730218887329,68
0,1.3753728866577148,69
0,1.1679565906524658,70
0,1.5152056217193604,71
0,0.9282894730567932,72
0,1.2291990518569946,73
0,1.3218625783920288,74
0,1.0824286937713623,75
0,1.134265661239624,76
0,1.1452080011367798,77
0,1.2149429321289062,78
0,1.116206407546997,79
0,0.9305984377861023,80
0,1.2686004638671875,81
0,1.1970939636230469,82
0,1.063125729560852,83
0,1.0861660242080688,84
0,1.3210519552230835,85
0,1.0846073627471924,86
0,1.1318649053573608,87
0,1.0280388593673706,88
0,1.0107653141021729,89
0,1.0808067321777344,90
0,1.5007429122924805,91
0,1.3132833242416382,92
0,1.191938042640686,93
