source_text,target_text

db2c00000006ff0100000002,db2c00000004ff010102
438300000006ff0300000001,438300000005ff03020000
5e0200000006ff0100000001,5e0200000004ff010100
c4ab00000006ff0300000002,c4ab00000007ff030400000000
6a280000000bff100000000204ff001a1f,6a2800000006ff1000000002
b20200000006ff0100000002,b20200000004ff010102
df1100000006ff0100000002,df1100000004ff010102
377000000006ff0300000002,377000000007ff030400000000
941e00000006ff0100000001,941e00000004ff010100
647900000008ff0f000000020103,647900000006ff0f00000002
c0a200000009ff100000000102ff00,c0a200000006ff1000000001
857200000006ff050000ff00,857200000006ff050000ff00
b6af0000000bff100000000204ff000000,b6af00000006ff1000000002
0a2700000008ff0f000000020102,0a2700000006ff0f00000002
dd2f0000000bff100000000204ff000000,dd2f00000006ff1000000002
4d0300000006ff0500000000,4d0300000006ff0500000000
3c0000000006ff0100000002,3c0000000004ff010102
da7a00000006ff0300000002,da7a00000007ff030400000000
4ca20000000bff100000000204ff000cb7,4ca200000006ff1000000002
77c600000006ff0300000001,77c600000005ff03020000
90f60000000bff10200d000204ff001cbd,90f600000006ff10200d0002
a39800000006ff0100020001,a39800000004ff010101
b74200000006ff0300000002,b74200000007ff030400000000
3d5f00000006ff0300000002,3d5f00000007ff030400000000
cf6a0000000bff100000000204ff00ff00,cf6a00000006ff1000000002
a97700000006ff0300000001,a97700000005ff03020000
c0c00000000bff100000000204ff00fb4f,c0c000000006ff1000000002
015600000006ff0300000001,015600000005ff03020000
865600000006ff0100000001,865600000004ff010100
954200000009ff1000000001020000,954200000006ff1000000001
a2df00000006ff0100000001,a2df00000004ff010100
170800000008ff0f000000010100,170800000006ff0f00000001
db6100000008ff0f000000010100,db6100000006ff0f00000001
21b600000008ff0f000000010100,21b600000006ff0f00000001
f1720000000bff1000000002040000e4e8,f17200000006ff1000000002
6f1700000006ff050000ff00,6f1700000006ff050000ff00
5a6600000008ff0f000000010100,5a6600000006ff0f00000001
0b1a00000006ff050000ff00,0b1a00000006ff050000ff00
14af00000006ff060000c562,14af00000006ff060000c562
3c8800000006ff0100000002,3c8800000004ff010103
278900000006ff0100000002,278900000004ff010103
ae9b00000006ff0500000000,ae9b00000006ff0500000000
f81900000006ff0300000002,f81900000007ff030400000000
06ce00000006ff0300000002,06ce00000007ff030400000000
f82200000008ff0f000000010100,f82200000006ff0f00000001
000100000009ff1000000001020000,000100000006ff1000000001
fd1c00000006ff0300000002,fd1c00000007ff030400000000
eb9700000006ff0300000002,eb9700000007ff030400000000
f30900000008ff0f000000020101,f30900000006ff0f00000002
ebb700000006ff0100000002,ebb700000004ff010101
fbef00000006ff0300000001,fbef00000005ff03020000
973e00000006ff0100000001,973e00000004ff010101
000100000006ff0300000001,000100000005ff03020000
8ef700000006ff0100000002,8ef700000004ff010101
0e4f0000000bff1000000002040000f603,0e4f00000006ff1000000002
727900000006ff0100000002,727900000004ff010101
0ac000000006ff0100000001,0ac000000004ff010101
da7d00000006ff0300000002,da7d00000007ff030400000000
044500000008ff0f000000020100,044500000006ff0f00000002
f37a00000009ff10006e0001020000,f37a00000006ff10006e0001
62ff00000006ff0300000002,62ff00000007ff030400000000
2d1000000009ff10000000010218c4,2d1000000006ff1000000001
ce4c00000006ff0300000002,ce4c00000007ff030400000000
1bd00000000bff10000000020400001e4d,1bd000000006ff1000000002
672100000006ff0300000001,672100000005ff03020000
df3200000009ff100000000102a64b,df3200000006ff1000000001
0ca600000006ff0100000002,0ca600000004ff010100
292700000006ff0300000001,292700000005ff03020000
73a700000006ff0300000001,73a700000005ff03020000
ee0e00000008ff0f000000020103,ee0e00000006ff0f00000002
f7b700000006ff0300830002,f7b700000007ff030400000000
a6da00000006ff0100000002,a6da00000004ff010103
740f00000006ff0100000001,740f00000004ff010101
110700000006ff0300000002,110700000007ff030400000000
d22b00000006ff0300000002,d22b00000007ff030400000000
07fb0000000bff1000000002048a47ff00,07fb00000006ff1000000002
0b4900000006ff0100000001,0b4900000004ff010101
c70000000006ff0100000001,c70000000004ff010101
7a7f00000006ff0300000002,7a7f00000007ff030400000000
d60d00000008ff0f000000020100,d60d00000006ff0f00000002
dd1900000006ff0300000002,dd1900000007ff030400000000
0ab000000009ff1000120001020000,0ab000000006ff1000120001
462800000006ff0300000001,462800000005ff03020000
02b700000006ff0300000002,02b700000007ff030400000000
40870000000bff100000000204ff000000,408700000006ff1000000002
4dce00000006ff0100000002,4dce00000004ff010100
bc4700000006ff0100000001,bc4700000004ff010100
38da00000006ff0100000001,38da00000004ff010100
199800000006ff0300000002,199800000007ff030400000000
307600000006ff0300550002,307600000007ff030400000000
e93000000006ff0100000001,e93000000004ff010100
00010000000bff100000000204ff000000,000100000006ff1000000002
a9180000000bff100000000204ff002ffb,a91800000006ff1000000002
2c1e0000000bff10002400020433f30000,2c1e00000006ff1000240002
bb2f0000000bff1000000002040000ff00,bb2f00000006ff1000000002
943e00000008ff0f000000020101,943e00000006ff0f00000002
8c800000000bff100000000204ff000000,8c8000000006ff1000000002
f17000000006ff0100000001,f17000000004ff010101
900900000006ff0300000002,900900000007ff030400000000
6b7800000006ff0300000002,6b7800000007ff030400000000
164b00000006ff0100000002,164b00000004ff010101
a08400000006ff0300000002,a08400000007ff030400000000
93c500000006ff0100000002,93c500000004ff010101
a71f00000006ff0300000002,a71f00000007ff030400000000
0e9c00000006ff0300000002,0e9c00000007ff030400000000
103a00000006ff0100000001,103a00000004ff010101
000100000006ff0100000001,000100000004ff010101
579c00000006ff0100020001,579c00000004ff010101
6f710000000bff10000000020400000000,6f7100000006ff1000000002
3cca0000000bff100000000204e32ae32a,3cca00000006ff1000000002
000100000009ff100000000102206a,000100000006ff1000000001
9cc200000006ff0300000002,9cc200000007ff030400000000
943e00000006ff0300000002,943e00000007ff030400000000
059600000006ff0300000002,059600000007ff030400000000
7c9100000009ff100000000102ff00,7c9100000006ff1000000001
b00b00000006ff0300000002,b00b00000007ff030400000000
dceb00000006ff0300000002,dceb00000007ff030400000000
e48300000006ff03008a0001,e48300000005ff03020000
893f00000006ff0100000002,893f00000004ff010101
e4e700000006ff0300000002,e4e700000007ff030400000000
941400000006ff0100000001,941400000004ff010101
3a1500000006ff0300000002,3a1500000007ff030400000000
0b9000000006ff0100000001,0b9000000004ff010101
1bcc0000000bff1000000002045f8f0000,1bcc00000006ff1000000002
936400000006ff0300000002,936400000007ff030400000000
d24d00000009ff100000000102ff00,d24d00000006ff1000000001
e3f70000000bff1000000002042ffb2ffb,e3f700000006ff1000000002
60b10000000bff100000000204ff00ff00,60b100000006ff1000000002
ba4200000006ff0300000002,ba4200000007ff030400000000
4f0700000006ff0300000002,4f0700000007ff030400000000
af2c00000008ff0f000000010101,af2c00000006ff0f00000001
e00a00000006ff0100000002,e00a00000004ff010101
000100000008ff0f000000010100,000100000006ff0f00000001
d5770000000bff100000000204ff00ff00,d57700000006ff1000000002
59fc00000006ff0300000002,59fc00000007ff030400000000
49440000000bff100000000204ff00aa6e,494400000006ff1000000002
5eaa00000006ff0100000001,5eaa00000004ff010100
2d5400000006ff0100000001,2d5400000004ff010100
480f00000006ff0300000002,480f00000007ff030400000000
5e2a0000000bff10000000020400009fa5,5e2a00000006ff1000000002
b89a00000009ff1000000001020000,b89a00000006ff1000000001
99760000000bff100000000204ff007cf2,997600000006ff1000000002
d60400000006ff0100000001,d60400000004ff010100
9d1000000009ff1000000001020000,9d1000000006ff1000000001
72ac0000000bff100000000204f2d4ff00,72ac00000006ff1000000002
a77f0000000bff100000000204ff00412b,a77f00000006ff1000000002
287700000008ff0f000000020100,287700000006ff0f00000002
887900000006ff0300000002,887900000007ff030400000000
1eb400000006ff0300000002,1eb400000007ff030400000000
81be00000006ff0100000001,81be00000004ff010100
42770000000bff10000000020400000000,427700000006ff1000000002
d7d600000006ff0300350002,d7d600000007ff030400000000
19ec00000006ff0300000002,19ec00000007ff030400000000
000100000006ff0300000002,000100000007ff030400000000
ba5300000009ff100000000102ff00,ba5300000006ff1000000001
5bd400000006ff0300000001,5bd400000005ff03020000
846200000008ff0f000000020102,846200000006ff0f00000002
