source_text,target_text
046500000006ff0300000002,046500000007ff030400000000
046600000006ff0100040007,046600000004ff010116
046700000006ff04001d0003,046700000009ff0406000000000000
046800000006ff0300000002,046800000007ff030400000000
046900000006ff0100040007,046900000004ff010116
046a00000006ff04001d0003,046a00000009ff0406000000000000
046b00000006ff0300000002,046b00000007ff030400000000
046c00000006ff0100040007,046c00000004ff010116
046d00000006ff04001d0003,046d00000009ff0406000000000000
046e00000006ff0300000002,046e00000007ff030400000000
046f00000006ff0100040007,046f00000004ff010116
047000000006ff04001d0003,047000000009ff0406000000000000
047100000006ff0300000002,047100000007ff030400000000
047200000006ff0100040007,047200000004ff010116
047300000006ff04001d0003,047300000009ff0406000000000000
047400000006ff0300000002,047400000007ff030400000000
047500000006ff0100040007,047500000004ff010116
047600000006ff04001d0003,047600000009ff0406000000000000
047700000006ff0300000002,047700000007ff030400000000
047800000006ff0100040007,047800000004ff010116
047900000006ff04001d0003,047900000009ff0406000000000000
047a0000000bff100000000204000a0000,047a00000006ff1000000002
047b00000006ff0300000002,047b00000007ff030400000000
047c00000006ff0100040007,047c00000004ff010116
047d00000006ff04001d0003,047d00000009ff0406000000000000
047e00000006ff0300000002,047e00000007ff030400000000
047f00000006ff0100040007,047f00000004ff010116
048000000006ff04001d0003,048000000009ff0406000000000000
048100000006ff0300000002,048100000007ff030400000000
048200000006ff0100040007,048200000004ff010116
048300000006ff04001d0003,048300000009ff0406000000000000
048400000006ff0300000002,048400000007ff030400000000
048500000006ff0100040007,048500000004ff010116
048600000006ff04001d0003,048600000009ff0406000000000000
048700000006ff0300000002,048700000007ff030400000000
048800000006ff0100040007,048800000004ff010116
048900000006ff04001d0003,048900000009ff0406000000000000
048a00000006ff0300000002,048a00000007ff030400000000
048b00000006ff0100040007,048b00000004ff010116
048c00000006ff04001d0003,048c00000009ff0406000000000000
048d00000006ff0300000002,048d00000007ff030400000000
048e00000006ff0100040007,048e00000004ff010116
048f00000006ff04001d0003,048f00000009ff0406000000000000
049000000006ff0300000002,049000000007ff030400000000
049100000006ff0100040007,049100000004ff010116
049200000006ff04001d0003,049200000009ff0406000000000000
04930000000aff0f0000000000000000,049300000003ff8f03
04940000000aff0f0000000000000000,049400000003ff8f03
04950000000aff0f0000000000000000,049500000003ff8f03
049600000006ff0300000002,049600000007ff030400000000
049700000006ff0100040007,049700000004ff010116
049800000006ff04001d0003,049800000009ff0406000000000000
049900000006ff0300000002,049900000007ff030400000000
049a00000006ff0100040007,049a00000004ff010116
049b00000006ff04001d0003,049b00000009ff0406000000000000
049c00000006ff0300000002,049c00000007ff030400000000
049d00000006ff0100040007,049d00000004ff010116
049e00000006ff04001d0003,049e00000009ff0406000000000000
049f00000006ff0300000002,049f00000007ff030400000000
04a000000006ff0100040007,04a000000004ff010116
04a100000006ff04001d0003,04a100000009ff0406000000000000
04a200000006ff0300000002,04a200000007ff030400000000
04a300000006ff0100040007,04a300000004ff010116
04a400000006ff04001d0003,04a400000009ff0406000000000000
04a500000006ff0300000002,04a500000007ff030400000000
04a600000006ff0100040007,04a600000004ff010116
04a700000006ff04001d0003,04a700000009ff0406000000000000
04a800000006ff0300000002,04a800000007ff030400000000
04a900000006ff0100040007,04a900000004ff010116
04aa00000006ff04001d0003,04aa00000009ff0406000000000000
04ab00000006ff05000aff00,04ab00000006ff05000aff00
04ac00000006ff0300000002,04ac00000007ff030400000000
04ad00000006ff0100040007,04ad00000004ff010156
04ae00000006ff04001d0003,04ae00000009ff0406000000000000
04af00000006ff0300000002,04af00000007ff030400000000
04b000000006ff0100040007,04b000000004ff010156
04b100000006ff04001d0003,04b100000009ff0406000000000000
04b200000006ff0300000002,04b200000007ff030400000000
04b300000006ff0100040007,04b300000004ff010156
04b400000006ff04001d0003,04b400000009ff0406000000000000
04b500000006ff0300000002,04b500000007ff030400000000
04b600000006ff0100040007,04b600000004ff010156
04b700000006ff04001d0003,04b700000009ff0406000000000000
04b800000006ff0300000002,04b800000007ff030400000000
04b900000006ff0100040007,04b900000004ff010156
04ba00000006ff04001d0003,04ba00000009ff0406000000000000
04bb00000006ff0300000002,04bb00000007ff030400000000
04bc00000006ff0100040007,04bc00000004ff010156
04bd00000006ff04001d0003,04bd00000009ff0406000000000000
04be00000006ff0300000002,04be00000007ff030400000000
04bf00000006ff0100040007,04bf00000004ff010156
04c000000006ff04001d0003,04c000000009ff0406000000000000
04c100000006ff0300000002,04c100000007ff030400000000
04c200000006ff0100040007,04c200000004ff010156
04c300000006ff04001d0003,04c300000009ff0406000000000000
04c400000006ff0300000002,04c400000007ff030400000000
04c500000006ff0100040007,04c500000004ff010156
04c600000006ff04001d0003,04c600000009ff0406000000000000
04c700000006ff0300000002,04c700000007ff030400000000
04c800000006ff0100040007,04c800000004ff010156
04c900000006ff04001d0003,04c900000009ff0406000000000000
04ca00000006ff0300000002,04ca00000007ff030400000000
04cb00000006ff0100040007,04cb00000004ff010156
04cc00000006ff04001d0003,04cc00000009ff0406000000000000
04cd00000006ff0300000002,04cd00000007ff030400000000
04ce00000006ff0100040007,04ce00000004ff010156
04cf00000006ff04001d0003,04cf00000009ff0406000000000000
04d000000006ff0300000002,04d000000007ff030400000000
04d100000006ff0100040007,04d100000004ff010156
04d200000006ff04001d0003,04d200000009ff0406000000000000
04d300000006ff0300000002,04d300000007ff030400000000
04d400000006ff0100040007,04d400000004ff010156
04d500000006ff04001d0003,04d500000009ff0406000000000000
04d600000006ff0300000002,04d600000007ff030400000000
04d700000006ff0100040007,04d700000004ff010156
04d800000006ff04001d0003,04d800000009ff0406000000000000
04d900000006ff0300000002,04d900000007ff030400000000
04da00000006ff0100040007,04da00000004ff010156
04db00000006ff04001d0003,04db00000009ff0406000000000000
04dc00000006ff060001001e,04dc00000006ff060001001e
04dd00000006ff0300000002,04dd00000007ff030400000000
04de00000006ff0100040007,04de00000004ff010156
04df00000006ff04001d0003,04df00000009ff0406000000000000
04e000000006ff0300000002,04e000000007ff030400000000
04e100000006ff0100040007,04e100000004ff010156
04e200000006ff04001d0003,04e200000009ff0406000000000000
04e300000006ff0300000002,04e300000007ff030400000000
04e400000006ff0100040007,04e400000004ff010156
04e500000006ff04001d0003,04e500000009ff0406000000000000
04e600000006ff0300000002,04e600000007ff030400000000
04e700000006ff0100040007,04e700000004ff010156
04e800000006ff04001d0003,04e800000009ff0406000000000000
04e900000006ff0300000002,04e900000007ff030400000000
04ea00000006ff0100040007,04ea00000004ff010156
04eb00000006ff04001d0003,04eb00000009ff0406000000000000
04ec00000006ff0300000002,04ec00000007ff030400000000
04ed00000006ff0100040007,04ed00000004ff010156
04ee00000006ff04001d0003,04ee00000009ff0406000000000000
04ef00000006ff0300000002,04ef00000007ff030400000000
04f000000006ff0100040007,04f000000004ff010156
04f100000006ff04001d0003,04f100000009ff0406000000000000
04f200000006ff050005ff00,04f200000006ff050005ff00
04f300000006ff0300000002,04f300000007ff030400000000
04f400000006ff0100040007,04f400000004ff010156
04f500000006ff04001d0003,04f500000009ff0406000000000000
04f600000006ff0300000002,04f600000007ff030400000000
04f700000006ff0100040007,04f700000004ff010156
04f800000006ff04001d0003,04f800000009ff0406000000000000
04f900000006ff0300000002,04f900000007ff030400000000
