step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,2.710862398147583,0,,,,,
1,2.4582977294921875,0,,,,,
2,2.1901912689208984,0,,,,,
3,2.348989248275757,0,,,,,
4,2.1270740032196045,0,,,,,
5,2.202345132827759,0,,,,,
6,1.9371975660324097,0,,,,,
7,1.8746012449264526,0,,,,,
8,1.9401819705963135,0,,,,,
9,1.8641562461853027,0,,,,,
10,1.8458236455917358,0,,,,,
11,1.7484127283096313,0,,,,,
12,1.7247060537338257,0,,,,,
13,1.689639687538147,0,,,,,
14,1.528093934059143,0,,,,,
15,1.7295379638671875,0,,,,,
16,1.5815435647964478,0,,,,,
17,1.5678750276565552,0,,,,,
18,1.5226401090621948,0,,,,,
19,1.4680776596069336,0,,,,,
20,1.423831582069397,0,,,,,
21,1.5380064249038696,0,,,,,
22,1.4212368726730347,0,,,,,
23,1.3831121921539307,0,,,,,
24,1.366290807723999,0,,,,,
25,1.4252275228500366,0,,,,,
26,1.412273645401001,0,,,,,
27,1.2723910808563232,0,,,,,
28,1.2718193531036377,0,,,,,
29,1.252418041229248,0,,,,,
30,1.3033392429351807,0,,,,,
31,1.1761696338653564,0,,,,,
32,1.200737714767456,0,,,,,
33,1.160835862159729,0,,,,,
34,1.0820376873016357,0,,,,,
35,1.1186140775680542,0,,,,,
36,1.0634921789169312,0,,,,,
37,0.9813340902328491,0,,,,,
38,1.0821731090545654,0,,,,,
39,1.0105606317520142,0,,,,,
40,1.078447699546814,0,,,,,
41,0.8979684710502625,0,,,,,
42,0.9029322266578674,0,,,,,
43,1.037091612815857,0,,,,,
44,0.8113602995872498,0,,,,,
45,0.8840766549110413,0,,,,,
46,0.8718212246894836,0,,,,,
47,0.8400921821594238,0,,,,,
48,0.7985450625419617,0,,,,,
49,0.763109564781189,0,,,,,
50,0.7701500058174133,0,,,,,
51,0.7141430974006653,0,,,,,
52,0.7909767031669617,0,,,,,
53,0.7700850963592529,0,,,,,
54,0.6593295931816101,0,,,,,
55,0.8151915073394775,0,,,,,
56,0.7053248882293701,0,,,,,
57,0.7445902824401855,0,,,,,
58,0.7695364952087402,0,,,,,
59,0.6575090885162354,0,,,,,
60,0.6459260582923889,0,,,,,
61,0.7268639206886292,0,,,,,
62,0.6053656935691833,0,,,,,
63,0.595899760723114,0,,,,,
64,0.6032892465591431,0,,,,,
65,0.6871163845062256,0,,,,,
66,0.7019761204719543,0,,,,,
67,0.6487938165664673,0,,,,,
68,0.5825102925300598,0,,,,,
69,0.5710809826850891,0,,,,,
70,0.5975948572158813,0,,,,,
71,0.4668973386287689,0,,,,,
72,0.546059787273407,0,,,,,
73,0.5607121586799622,0,,,,,
74,0.4523017108440399,0,,,,,
75,0.5255385637283325,0,,,,,
76,0.4649048149585724,0,,,,,
77,0.5043332576751709,0,,,,,
78,0.37525755167007446,0,,,,,
79,0.4406055212020874,0,,,,,
80,0.39327675104141235,0,,,,,
81,0.5643645524978638,0,,,,,
82,0.49507659673690796,0,,,,,
83,0.5122532844543457,0,,,,,
84,0.35797354578971863,0,,,,,
85,0.4012353718280792,0,,,,,
86,0.44910484552383423,0,,,,,
87,0.3945661783218384,0,,,,,
88,0.3387880027294159,0,,,,,
89,0.3623790740966797,0,,,,,
90,0.39334580302238464,0,,,,,
91,0.5380682945251465,0,,,,,
92,0.3509500324726105,0,,,,,
93,0.34683945775032043,0,,,,,
94,0.32709404826164246,0,,,,,
95,0.2442481368780136,0,,,,,
96,0.22927510738372803,0,,,,,
97,0.2924391031265259,0,,,,,
