csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.806469440460205,,,,,
0,1,2.851778030395508,,,,,
0,2,2.192291498184204,,,,,
0,3,3.5274555683135986,,,,,
0,4,1.8223140239715576,,,,,
0,5,2.6873598098754883,,,,,
0,6,2.752124547958374,,,,,
0,7,2.4375641345977783,,,,,
0,8,3.472808599472046,,,,,
0,9,2.231957197189331,,,,,
0,10,2.1019845008850098,,,,,
0,11,2.4972891807556152,,,,,
0,12,2.085541248321533,,,,,
0,13,1.3572052717208862,,,,,
0,14,2.979231357574463,,,,,
0,15,1.6036607027053833,,,,,
0,16,2.2364368438720703,,,,,
0,17,1.2310636043548584,,,,,
0,18,1.7219346761703491,,,,,
0,19,2.553741455078125,,,,,
0,20,2.4568164348602295,,,,,
0,21,1.5116701126098633,,,,,
0,22,1.9751091003417969,,,,,
0,23,2.107323408126831,,,,,
0,24,1.5838340520858765,,,,,
0,25,1.4932825565338135,,,,,
0,26,2.6365931034088135,,,,,
0,27,1.3719000816345215,,,,,
0,28,1.6332228183746338,,,,,
0,29,1.8883240222930908,,,,,
0,30,1.4321882724761963,,,,,
0,31,1.5745607614517212,,,,,
0,32,1.3314085006713867,,,,,
0,33,1.9556736946105957,,,,,
0,34,1.389825701713562,,,,,
0,35,1.2251310348510742,,,,,
0,36,1.3344483375549316,,,,,
0,37,1.0774747133255005,,,,,
0,38,0.9698687195777893,,,,,
0,39,1.1061712503433228,,,,,
0,40,1.3478049039840698,,,,,
0,41,1.0765693187713623,,,,,
0,42,1.2834573984146118,,,,,
0,43,0.9707249402999878,,,,,
0,44,0.8263041377067566,,,,,
0,45,1.1648831367492676,,,,,
0,46,1.075143575668335,,,,,
0,47,1.000141978263855,,,,,
0,48,1.0901130437850952,,,,,
,0,,0.6515358090400696,,,,
,1,,0.8334099650382996,,,,
,2,,1.1004973649978638,,,,
,3,,0.5112146139144897,,,,
,4,,0.8943093419075012,,,,
,5,,0.9091640114784241,,,,
,6,,0.5262345671653748,,,,
,7,,0.7557869553565979,,,,
,8,,0.8852688074111938,,,,
,9,,0.8175099492073059,,,,
,10,,0.9212130308151245,,,,
,11,,0.4206544756889343,,,,
